FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
109.574819982,0.190856591,0.168341711,0.213550597
109.626012601,0.190900281,0.168341711,0.213550597
109.677205221,0.190938443,0.168341711,0.214346707
109.728397840,0.190985084,0.168795615,0.214346707
109.779590459,0.191026121,0.168795615,0.214346707
109.830783078,0.191065446,0.168795615,0.214408234
109.881975698,0.191112027,0.168795615,0.214408234
109.933168317,0.191156611,0.168795615,0.214408234
109.984360936,0.191209957,0.168795615,0.214408234
110.035553555,0.191244513,0.168795615,0.214408234
110.086746175,0.191281483,0.168795615,0.214408234
110.137938794,0.191326231,0.168795615,0.214650765
110.189131413,0.191388324,0.168968320,0.214650765
110.240324032,0.191441342,0.168968320,0.214650765
110.291516652,0.191475704,0.168968320,0.214650765
110.342709271,0.191546261,0.168968320,0.214650765
110.393901890,0.191596076,0.168968320,0.214650765
110.445094509,0.191648751,0.168968320,0.214650765
110.496287129,0.191702083,0.168968320,0.214650765
110.547479748,0.191759512,0.168968320,0.214650765
110.598672367,0.191815004,0.168968320,0.214650765
110.649864986,0.191884264,0.168968320,0.214650765
110.701057606,0.191956297,0.168968320,0.214650765
110.752250225,0.192005560,0.168968320,0.214650765
110.803442844,0.192063287,0.168968320,0.214729369
110.854635464,0.192118526,0.168968320,0.214729369
110.905828083,0.192198142,0.168968320,0.214729369
110.957020702,0.192271948,0.169179231,0.215200678
111.008213321,0.192347780,0.169179231,0.215370864
111.059405941,0.192407861,0.169179231,0.215370864
111.110598560,0.192473382,0.169179231,0.215370864
111.161791179,0.192554384,0.169230774,0.215370864
111.212983798,0.192635089,0.169230774,0.215370864
111.264176418,0.192714810,0.169230774,0.215978935
111.315369037,0.192800820,0.169230774,0.215978935
111.366561656,0.192875817,0.169696972,0.215978935
111.417754275,0.192935973,0.169708028,0.215978935
111.468946895,0.193020687,0.169779286,0.216105178
111.520139514,0.193100452,0.169874474,0.216105178
111.571332133,0.193198860,0.169957086,0.216354340
111.622524752,0.193299830,0.170050755,0.216503993
111.673717372,0.193374574,0.170050755,0.216503993
111.724909991,0.193477482,0.170050755,0.216908619
111.776102610,0.193568453,0.170050755,0.217540845
111.827295230,0.193639338,0.170050755,0.217540845
111.878487849,0.193731666,0.170050755,0.217540845
111.929680468,0.193848982,0.170050755,0.217687070
111.980873087,0.193951800,0.170050755,0.217687070
112.032065707,0.194034055,0.170050755,0.217687070
112.083258326,0.194144472,0.170050755,0.217748567
112.134450945,0.194226712,0.170283809,0.217748567
112.185643564,0.194334716,0.170302019,0.217781410
112.236836184,0.194443151,0.170896783,0.218400687
112.288028803,0.194557205,0.170896783,0.218400687
112.339221422,0.194660127,0.171405360,0.218494266
112.390414041,0.194750667,0.171405360,0.218494266
112.441606661,0.194860131,0.171532840,0.219072163
112.492799280,0.194978535,0.171548113,0.219072163
112.543991899,0.195098206,0.171742812,0.219072163
112.595184518,0.195204318,0.171979859,0.219072163
112.646377138,0.195334002,0.172217712,0.219072163
112.697569757,0.195463255,0.172217712,0.219072163
112.748762376,0.195589170,0.172244892,0.219178081
112.799954995,0.195685595,0.172619045,0.219263896
112.851147615,0.195809931,0.172981873,0.219412729
112.902340234,0.195908114,0.172981873,0.219412729
112.953532853,0.196026519,0.172981873,0.219412729
113.004725473,0.196117878,0.172981873,0.219470531
113.055918092,0.196257636,0.172981873,0.219470531
113.107110711,0.196379915,0.172981873,0.219470531
113.158303330,0.196506381,0.172981873,0.220053241
113.209495950,0.196600378,0.172981873,0.220120385
113.260688569,0.196717486,0.172981873,0.220120385
113.311881188,0.196825966,0.173451334,0.220120385
113.363073807,0.196950585,0.173469394,0.220120385
113.414266427,0.197069392,0.173913047,0.220637590
113.465459046,0.197154522,0.173913047,0.221417069
113.516651665,0.197283223,0.174058571,0.221859708
113.567844284,0.197404817,0.174204350,0.221859708
113.619036904,0.197528109,0.174204350,0.222035319
113.670229523,0.197665736,0.174204350,0.222396240
113.721422142,0.197800487,0.174204350,0.222396240
113.772614761,0.197884500,0.174336284,0.222396240
113.823807381,0.198018014,0.174825177,0.222508594
113.875000000,0.198137850,0.174825177,0.222520113
113.926192619,0.198273942,0.174825177,0.222699910
113.977385239,0.198410735,0.174891770,0.222699910
114.028577858,0.198561922,0.175453752,0.222789109
114.079770477,0.198669866,0.175453752,0.222984567
114.130963096,0.198813200,0.175453752,0.223179325
114.182155716,0.198951840,0.175453752,0.223491028
114.233348335,0.199083045,0.175453752,0.223602489
114.284540954,0.199191406,0.175972924,0.223962411
114.335733573,0.199309781,0.175972924,0.223962411
114.386926193,0.199440107,0.175972924,0.223962411
114.438118812,0.199565127,0.176020414,0.224419609
114.489311431,0.199708551,0.176020414,0.224699825
114.540504050,0.199822992,0.176020414,0.224728495
114.591696670,0.199950650,0.176020414,0.224876449
114.642889289,0.200082973,0.176020414,0.224876449
114.694081908,0.200198025,0.176218987,0.225201070
114.745274527,0.200309992,0.176276773,0.225377113
114.796467147,0.200434759,0.176276773,0.225377113
114.847659766,0.200548708,0.176276773,0.225442827
114.898852385,0.200675741,0.176276773,0.225557461
114.950045005,0.200800315,0.176276773,0.225557461
115.001237624,0.200922787,0.176318064,0.225636527
115.052430243,0.201065972,0.177074417,0.225700170
115.103622862,0.201202422,0.177074417,0.226139292
115.154815482,0.201290160,0.177074417,0.226240546
115.206008101,0.201402009,0.177951396,0.226247981
115.257200720,0.201520622,0.177951396,0.226768970
115.308393339,0.201642424,0.177951396,0.226768970
115.359585959,0.201781198,0.178710178,0.226768970
115.410778578,0.201900572,0.178710178,0.227053136
115.461971197,0.202037692,0.178710178,0.227053136
115.513163816,0.202152789,0.178710178,0.227053136
115.564356436,0.202304929,0.178910971,0.227151737
115.615549055,0.202419221,0.178910971,0.227151737
115.666741674,0.202539638,0.178910971,0.227731094
115.717934293,0.202673689,0.179079503,0.227858290
115.769126913,0.202796876,0.179142132,0.228010252
115.820319532,0.202936292,0.179220781,0.228010252
115.871512151,0.203088507,0.179421768,0.228010252
115.922704770,0.203219786,0.179421768,0.228279382
115.973897390,0.203341186,0.179421768,0.228279382
116.025090009,0.203480750,0.179655463,0.228279382
116.076282628,0.203625605,0.179775283,0.228571430
116.127475248,0.203760117,0.180050716,0.228864223
116.178667867,0.203892678,0.180050716,0.228926346
116.229860486,0.204016477,0.180050716,0.228926346
116.281053105,0.204179347,0.180050716,0.228926346
116.332245725,0.204334080,0.180180177,0.228926346
116.383438344,0.204491600,0.180425525,0.229131177
116.434630963,0.204637647,0.180425525,0.229131177
116.485823582,0.204797581,0.180555552,0.229950905
116.537016202,0.204946905,0.180753142,0.229950905
116.588208821,0.205089852,0.180753142,0.230195716
116.639401440,0.205235422,0.180952385,0.230195716
116.690594059,0.205370918,0.181741342,0.230195716
116.741786679,0.205502018,0.181818187,0.230361864
116.792979298,0.205652222,0.182116494,0.230438516
116.844171917,0.205815554,0.182368189,0.231092438
116.895364536,0.205978617,0.182368189,0.231092438
116.946557156,0.206112355,0.182368189,0.231092438
116.997749775,0.206244022,0.182552502,0.231092438
117.048942394,0.206386298,0.182552502,0.231244490
117.100135014,0.206547424,0.182552502,0.231244490
117.151327633,0.206677333,0.182552502,0.231244490
117.202520252,0.206834465,0.182637185,0.231244490
117.253712871,0.206981212,0.182637185,0.231560886
117.304905491,0.207137719,0.183111116,0.231657043
117.356098110,0.207286373,0.183111116,0.232418522
117.407290729,0.207456335,0.183147028,0.232418522
117.458483348,0.207626075,0.183360264,0.232495517
117.509675968,0.207753345,0.183360264,0.232495517
117.560868587,0.207896888,0.183360264,0.232693911
117.612061206,0.208053380,0.183574885,0.232693911
117.663253825,0.208210751,0.183637947,0.232693911
117.714446445,0.208370686,0.184275180,0.232693911
117.765639064,0.208507881,0.184275180,0.232919261
117.816831683,0.208659291,0.184391081,0.233538195
117.868024302,0.208813459,0.184391081,0.233538195
117.919216922,0.208980978,0.184549361,0.233809918
117.970409541,0.209095001,0.184549361,0.233809918
118.021602160,0.209250048,0.184577525,0.233988047
118.072794779,0.209399477,0.184577525,0.233988047
118.123987399,0.209571898,0.184577525,0.234299511
118.175180018,0.209714293,0.184755594,0.234299511
118.226372637,0.209849373,0.184755594,0.234650970
118.277565257,0.209977120,0.184755594,0.234650970
118.328757876,0.210115477,0.185185179,0.234650970
118.379950495,0.210241511,0.185457513,0.234650970
118.431143114,0.210381269,0.185457513,0.235584840
118.482335734,0.210504383,0.185628742,0.235725939
118.533528353,0.210646570,0.185825408,0.235779062
118.584720972,0.210784644,0.185913190,0.235779062
118.635913591,0.210924029,0.185913190,0.235849053
118.687106211,0.211033165,0.185913190,0.236254290
118.738298830,0.211190522,0.186248913,0.236254290
118.789491449,0.211329252,0.186266094,0.236254290
118.840684068,0.211465418,0.186631948,0.236254290
118.891876688,0.211589083,0.186732188,0.236491784
118.943069307,0.211739093,0.186848432,0.236882716
118.994261926,0.211870849,0.186848432,0.237050042
119.045454545,0.212019324,0.186891049,0.237113401
119.096647165,0.212153807,0.187234044,0.237113401
119.147839784,0.212269649,0.187234044,0.237403929
119.199032403,0.212416366,0.187339604,0.237564325
119.250225023,0.212568477,0.187554017,0.237928003
119.301417642,0.212683201,0.187821612,0.237928003
119.352610261,0.212790623,0.187821612,0.237972513
119.403802880,0.212927490,0.187821612,0.237972513
119.454995500,0.213044956,0.187908500,0.238056019
119.506188119,0.213153541,0.188069597,0.238056019
119.557380738,0.213291749,0.188333333,0.238056019
119.608573357,0.213423163,0.188333333,0.238134205
119.659765977,0.213553160,0.189506650,0.238177121
119.710958596,0.213672429,0.189506650,0.238252267
119.762151215,0.213799983,0.189506650,0.238252267
119.813343834,0.213937685,0.189542487,0.238354042
119.864536454,0.214053139,0.189822301,0.238605902
119.915729073,0.214156225,0.190008193,0.238605902
119.966921692,0.214276642,0.190056130,0.238605902
120.018114311,0.214392588,0.190152794,0.238745987
120.069306931,0.214507997,0.190152794,0.238745987
120.120499550,0.214608714,0.190555096,0.238805965
120.171692169,0.214743316,0.190555096,0.238869861
120.222884788,0.214840397,0.190555096,0.238869861
120.274077408,0.214953482,0.190598294,0.239683926
120.325270027,0.215069890,0.190833330,0.239683926
120.376462646,0.215195179,0.191840276,0.239683926
120.427655266,0.215313688,0.191850588,0.239906833
120.478847885,0.215427831,0.191850588,0.239906833
120.530040504,0.215525955,0.191850588,0.239969134
120.581233123,0.215654343,0.191850588,0.239969134
120.632425743,0.215753138,0.191875547,0.240574509
120.683618362,0.215844363,0.191875547,0.240574509
120.734810981,0.215949893,0.192207798,0.240574509
120.786003600,0.216046795,0.192212090,0.240574509
120.837196220,0.216131657,0.192212090,0.240619898
120.888388839,0.216248870,0.192212090,0.240619898
120.939581458,0.216362029,0.192499995,0.241056219
120.990774077,0.216443911,0.192499995,0.241056219
121.041966697,0.216531664,0.192717582,0.241056219
121.093159316,0.216644660,0.192751229,0.241408929
121.144351935,0.216749951,0.192810461,0.241408929
121.195544554,0.216842890,0.192810461,0.241408929
121.246737174,0.216943249,0.193248942,0.241408929
121.297929793,0.217049271,0.193305433,0.242043555
121.349122412,0.217162043,0.193305433,0.242043555
121.400315032,0.217266038,0.193305433,0.242317826
121.451507651,0.217363164,0.193305433,0.242317826
121.502700270,0.217453599,0.193305433,0.242317826
121.553892889,0.217547432,0.193305433,0.242317826
121.605085509,0.217669427,0.193473190,0.242574260
121.656278128,0.217787728,0.193473190,0.242574260
121.707470747,0.217910215,0.193473190,0.242574260
121.758663366,0.218009457,0.194325015,0.242574260
121.809855986,0.218136981,0.194397286,0.242574260
121.861048605,0.218254015,0.194668815,0.242844746
121.912241224,0.218362182,0.194668815,0.242844746
121.963433843,0.218445435,0.194668815,0.242844746
122.014626463,0.218545333,0.194668815,0.242844746
122.065819082,0.218661547,0.194697604,0.242844746
122.117011701,0.218768001,0.194697604,0.243066877
122.168204320,0.218896255,0.195038497,0.243066877
122.219396940,0.218993396,0.195038497,0.243066877
122.270589559,0.219096795,0.195038497,0.243539542
122.321782178,0.219210148,0.195038497,0.243539542
122.372974797,0.219306543,0.195038497,0.243902445
122.424167417,0.219417080,0.195381880,0.244165167
122.475360036,0.219521001,0.195476577,0.244165167
122.526552655,0.219630346,0.195476577,0.244165167
122.577745275,0.219747499,0.195476577,0.244322628
122.628937894,0.219842270,0.195476577,0.244322628
122.680130513,0.219932571,0.195780590,0.244463369
122.731323132,0.220032841,0.195893928,0.244556114
122.782515752,0.220133290,0.195893928,0.244556114
122.833708371,0.220230341,0.196253344,0.245233968
122.884900990,0.220313042,0.196397945,0.245233968
122.936093609,0.220419288,0.196397945,0.245233968
122.987286229,0.220533490,0.196536794,0.245233968
123.038478848,0.220621079,0.196536794,0.245233968
123.089671467,0.220714539,0.197092086,0.245233968
123.140864086,0.220795378,0.197158083,0.245233968
123.192056706,0.220903173,0.197273463,0.245233968
123.243249325,0.220991597,0.197273463,0.245233968
123.294441944,0.221065700,0.197273463,0.245233968
123.345634563,0.221152455,0.197273463,0.245233968
123.396827183,0.221240655,0.197402596,0.245704472
123.448019802,0.221340939,0.197402596,0.245704472
123.499212421,0.221416429,0.197424889,0.245704472
123.550405041,0.221486241,0.197424889,0.245704472
123.601597660,0.221576318,0.197693571,0.245755136
123.652790279,0.221658632,0.197693571,0.246100515
123.703982898,0.221745059,0.197693571,0.246100515
123.755175518,0.221838802,0.197693571,0.246118009
123.806368137,0.221932486,0.198135197,0.246218488
123.857560756,0.222022191,0.198135197,0.246218488
123.908753375,0.222121045,0.198529407,0.246218488
123.959945995,0.222214565,0.198647499,0.246218488
124.011138614,0.222312957,0.198872790,0.246648788
124.062331233,0.222402394,0.198872790,0.246648788
124.113523852,0.222477674,0.198872790,0.246648788
124.164716472,0.222555488,0.198872790,0.247018740
124.215909091,0.222640350,0.198872790,0.247018740
124.267101710,0.222720072,0.199134201,0.247018740
124.318294329,0.222783849,0.199134201,0.247018740
124.369486949,0.222861364,0.199156120,0.247018740
124.420679568,0.222950324,0.199156120,0.247135848
124.471872187,0.223015592,0.199156120,0.247135848
124.523064806,0.223096430,0.199156120,0.247135848
124.574257426,0.223192692,0.199346408,0.247135848
124.625450045,0.223253056,0.199492812,0.247135848
124.676642664,0.223309904,0.199652776,0.247135848
124.727835284,0.223379746,0.199684292,0.247135848
124.779027903,0.223421082,0.199684292,0.247135848
124.830220522,0.223484233,0.199684292,0.247135848
124.881413141,0.223532200,0.199689195,0.247899160
124.932605761,0.223609254,0.200000003,0.247899160
124.983798380,0.223676652,0.200163394,0.247899160
125.034990999,0.223746508,0.200338125,0.247899160
125.086183618,0.223819003,0.200338125,0.247899160
125.137376238,0.223895013,0.200338125,0.247899160
125.188568857,0.223947108,0.200338125,0.247899160
125.239761476,0.224005952,0.200710475,0.247899160
125.290954095,0.224058196,0.200710475,0.247899160
125.342146715,0.224133775,0.200710475,0.247899160
125.393339334,0.224204466,0.200710475,0.247899160
125.444531953,0.224259794,0.200710475,0.247899160
125.495724572,0.224314779,0.200836822,0.248081848
125.546917192,0.224370986,0.200836822,0.248081848
125.598109811,0.224430427,0.200836822,0.248081848
125.649302430,0.224509984,0.200865805,0.248107657
125.700495050,0.224561989,0.200865805,0.248107657
125.751687669,0.224612355,0.200865805,0.248107657
125.802880288,0.224678218,0.200865805,0.248107657
125.854072907,0.224708006,0.200865805,0.248107657
125.905265527,0.224745810,0.200888887,0.248107657
125.956458146,0.224789858,0.200888887,0.248107657
126.007650765,0.224827185,0.200888887,0.248107657
126.058843384,0.224867746,0.200980395,0.248107657
126.110036004,0.224905983,0.200980395,0.248653501
126.161228623,0.224951327,0.200980395,0.248653501
126.212421242,0.224990636,0.200980395,0.248653501
126.263613861,0.225048736,0.201044381,0.248653501
126.314806481,0.225098670,0.201044381,0.248653501
126.365999100,0.225131556,0.201044381,0.248653501
126.417191719,0.225167945,0.201044381,0.248653501
126.468384338,0.225211889,0.201325595,0.248653501
126.519576958,0.225267887,0.201598585,0.248653501
126.570769577,0.225328431,0.201598585,0.248653501
126.621962196,0.225368500,0.201598585,0.248653501
126.673154815,0.225404233,0.201731607,0.248722315
126.724347435,0.225443274,0.201731607,0.248722315
126.775540054,0.225477472,0.202028736,0.248722315
126.826732673,0.225513279,0.202028736,0.248722315
126.877925293,0.225546822,0.202154100,0.248722315
126.929117912,0.225561008,0.202154100,0.248722315
126.980310531,0.225599825,0.202154100,0.248722315
127.031503150,0.225625664,0.202154100,0.248722315
127.082695770,0.225661293,0.202154100,0.248722315
127.133888389,0.225696951,0.202154100,0.248722315
127.185081008,0.225736484,0.202380955,0.248722315
127.236273627,0.225769311,0.202380955,0.248722315
127.287466247,0.225806177,0.202380955,0.248722315
127.338658866,0.225839943,0.202486679,0.248972878
127.389851485,0.225866035,0.202486679,0.248972878
127.441044104,0.225905567,0.202486679,0.249143839
127.492236724,0.225942135,0.202486679,0.249143839
127.543429343,0.225972518,0.202486679,0.249143839
127.594621962,0.226004452,0.202597409,0.249143839
127.645814581,0.226040870,0.202597409,0.249158248
127.697007201,0.226059139,0.202597409,0.249158248
127.748199820,0.226094544,0.202597409,0.249158248
127.799392439,0.226113737,0.202597409,0.249158248
127.850585059,0.226141483,0.202614382,0.249158248
127.901777678,0.226179570,0.202614382,0.249574110
127.952970297,0.226223230,0.202614382,0.249574110
128.004162916,0.226259947,0.202614382,0.249579832
128.055355536,0.226287723,0.202614382,0.249579832
128.106548155,0.226328045,0.202841356,0.249579832
128.157740774,0.226357758,0.202841356,0.249579832
128.208933393,0.226392418,0.203389823,0.249579832
128.260126013,0.226425380,0.203389823,0.249579832
128.311318632,0.226462752,0.203389823,0.249579832
128.362511251,0.226499990,0.203389823,0.249579832
128.413703870,0.226531893,0.203389823,0.249579832
128.464896490,0.226573557,0.203389823,0.249579832
128.516089109,0.226608738,0.203779787,0.249590829
128.567281728,0.226647437,0.203993052,0.249590829
128.618474347,0.226685151,0.204047218,0.249590829
128.669666967,0.226724878,0.204047218,0.249590829
128.720859586,0.226762950,0.204047218,0.249590829
128.772052205,0.226800203,0.204047218,0.249590829
128.823244824,0.226834983,0.204047218,0.249590829
128.874437444,0.226875886,0.204047218,0.249590829
128.925630063,0.226897061,0.204047218,0.250000000
128.976822682,0.226944551,0.204047218,0.250000000
129.028015302,0.226992249,0.204047218,0.250000000
129.079207921,0.227037638,0.204047218,0.250000000
129.130400540,0.227082819,0.204248369,0.250000000
129.181593159,0.227131665,0.204248369,0.250000000
129.232785779,0.227172330,0.204248369,0.250000000
129.283978398,0.227220982,0.204248369,0.250000000
129.335171017,0.227270290,0.204248369,0.250000000
129.386363636,0.227291867,0.204248369,0.250000000
129.437556256,0.227325305,0.204248369,0.250433266
129.488748875,0.227374643,0.204248369,0.250433266
129.539941494,0.227419257,0.204248369,0.250433266
129.591134113,0.227470070,0.204248369,0.250448823
129.642326733,0.227513880,0.204248369,0.250448823
129.693519352,0.227558687,0.204248369,0.250587314
129.744711971,0.227606475,0.204248369,0.250630796
129.795904590,0.227647364,0.204248369,0.251308888
129.847097210,0.227682203,0.204248369,0.251308888
129.898289829,0.227720097,0.204248369,0.251308888
129.949482448,0.227773950,0.204248369,0.251308888
130.000675068,0.227827325,0.204248369,0.251308888
130.051867687,0.227877811,0.204248369,0.251308888
130.103060306,0.227921009,0.204318941,0.251517773
130.154252925,0.227967247,0.204318941,0.251517773
130.205445545,0.228005424,0.204318941,0.251517773
130.256638164,0.228059083,0.204318941,0.251517773
130.307830783,0.228104264,0.204318941,0.251517773
130.359023402,0.228149652,0.204424784,0.251517773
130.410216022,0.228206709,0.204639599,0.251876563
130.461408641,0.228268549,0.204639599,0.252066106
130.512601260,0.228324503,0.204639599,0.252144068
130.563793879,0.228407070,0.204639599,0.252144068
130.614986499,0.228472009,0.204639599,0.252144068
130.666179118,0.228534117,0.205042019,0.252144068
130.717371737,0.228600770,0.205042019,0.252144068
130.768564356,0.228659570,0.205149502,0.252941191
130.819756976,0.228702337,0.205149502,0.252941191
130.870949595,0.228756592,0.205209151,0.252941191
130.922142214,0.228816003,0.205209151,0.252941191
130.973334833,0.228876621,0.205209151,0.253108352
131.024527453,0.228943631,0.205309734,0.253108352
131.075720072,0.229014307,0.205395997,0.254019290
131.126912691,0.229110390,0.205490842,0.254019290
131.178105311,0.229220614,0.205490842,0.254019290
131.229297930,0.229311094,0.205857739,0.254019290
131.280490549,0.229382843,0.205857739,0.254340291
131.331683168,0.229437053,0.205857739,0.254340291
131.382875788,0.229509681,0.205882356,0.254340291
131.434068407,0.229596764,0.205882356,0.254426837
131.485261026,0.229670316,0.205882356,0.254658371
131.536453645,0.229749024,0.205882356,0.254658371
131.587646265,0.229832903,0.205882356,0.254884541
131.638838884,0.229911789,0.205982909,0.254884541
131.690031503,0.230015352,0.205982909,0.254987001
131.741224122,0.230079040,0.205982909,0.254987001
131.792416742,0.230162919,0.205982909,0.254987001
131.843609361,0.230246484,0.205982909,0.254987001
131.894801980,0.230338037,0.205982909,0.254987001
131.945994599,0.230423123,0.205982909,0.254987001
131.997187219,0.230519861,0.206204385,0.255487263
132.048379838,0.230619147,0.206204385,0.256046712
132.099572457,0.230685368,0.206204385,0.256046712
132.150765077,0.230791599,0.206204385,0.256046712
132.201957696,0.230871037,0.206204385,0.256191283
132.253150315,0.230959445,0.206222221,0.256191283
132.304342934,0.231020868,0.206222221,0.256191283
132.355535554,0.231111050,0.206222221,0.256191283
132.406728173,0.231205449,0.206222221,0.256191283
132.457920792,0.231280386,0.206222221,0.256191283
132.509113411,0.231383055,0.206222221,0.256211191
132.560306031,0.231496558,0.206597224,0.256365240
132.611498650,0.231596917,0.206722692,0.256432235
132.662691269,0.231684595,0.206722692,0.256432235
132.713883888,0.231780857,0.207116783,0.256880730
132.765076508,0.231869966,0.207136646,0.256880730
132.816269127,0.231974915,0.207154736,0.256880730
132.867461746,0.232072532,0.207263067,0.256880730
132.918654365,0.232151970,0.207263067,0.256880730
132.969846985,0.232229322,0.207263067,0.257118940
133.021039604,0.232322127,0.207263067,0.257240206
133.072232223,0.232420981,0.207263067,0.257630169
133.123424842,0.232500955,0.207263067,0.257630169
133.174617462,0.232576624,0.207263067,0.257812500
133.225810081,0.232684478,0.207692310,0.257812500
133.277002700,0.232764766,0.208006963,0.257812500
133.328195320,0.232840329,0.208006963,0.257812500
133.379387939,0.232930481,0.208006963,0.257812500
133.430580558,0.233044371,0.208300710,0.257851243
133.481773177,0.233146846,0.209034547,0.257851243
133.532965797,0.233266816,0.209166661,0.257899225
133.584158416,0.233359069,0.209650576,0.258232236
133.635351035,0.233447686,0.209777772,0.258232236
133.686543654,0.233553767,0.209777772,0.258289695
133.737736274,0.233654767,0.209790215,0.258548796
133.788928893,0.233748719,0.209790215,0.258548796
133.840121512,0.233856842,0.209855571,0.258680552
133.891314131,0.233968407,0.209855571,0.258680552
133.942506751,0.234052092,0.210016161,0.258680552
133.993699370,0.234154180,0.210016161,0.258913398
134.044891989,0.234265134,0.210016161,0.258913398
134.096084608,0.234374702,0.210619465,0.258943796
134.147277228,0.234478414,0.210619465,0.258943796
134.198469847,0.234588832,0.210666671,0.258943796
134.249662466,0.234684765,0.210823908,0.259425491
134.300855086,0.234782144,0.210823908,0.259425491
134.352047705,0.234862745,0.210823908,0.259425491
134.403240324,0.234954044,0.210977703,0.259425491
134.454432943,0.235040382,0.210977703,0.259504139
134.505625563,0.235132992,0.210977703,0.259762317
134.556818182,0.235242963,0.211175025,0.259762317
134.608010801,0.235360086,0.211433053,0.259762317
134.659203420,0.235451788,0.211433053,0.259762317
134.710396040,0.235556051,0.211433053,0.259762317
134.761588659,0.235642985,0.211433053,0.260647357
134.812781278,0.235749260,0.211678833,0.260647357
134.863973897,0.235836804,0.211678833,0.260647357
134.915166517,0.235907868,0.212022752,0.260647357
134.966359136,0.235984430,0.212022752,0.260647357
135.017551755,0.236076310,0.212255776,0.260647357
135.068744374,0.236175388,0.212312549,0.260647357
135.119936994,0.236300111,0.212312549,0.260720402
135.171129613,0.236390322,0.212312549,0.260942757
135.222322232,0.236466363,0.212312549,0.260942757
135.273514851,0.236558557,0.212312549,0.261101246
135.324707471,0.236657873,0.212312549,0.261101246
135.375900090,0.236745998,0.212312549,0.261101246
135.427092709,0.236832768,0.212673604,0.261130124
135.478285329,0.236903653,0.212673604,0.261130124
135.529477948,0.236985803,0.212673604,0.261130124
135.580670567,0.237068236,0.212673604,0.261130124
135.631863186,0.237130553,0.212820515,0.261130124
135.683055806,0.237229303,0.212820515,0.261989355
135.734248425,0.237323269,0.212820515,0.261989355
135.785441044,0.237408310,0.212898210,0.261989355
135.836633663,0.237483799,0.212898210,0.261989355
135.887826283,0.237573370,0.212898210,0.261989355
135.939018902,0.237667203,0.213017747,0.262422353
135.990211521,0.237750798,0.213017747,0.262422353
136.041404140,0.237833694,0.213274330,0.262422353
136.092596760,0.237928674,0.213759214,0.262422353
136.143789379,0.238037914,0.213810310,0.263025224
136.194981998,0.238126352,0.213810310,0.263552964
136.246174617,0.238214299,0.213810310,0.263665587
136.297367237,0.238280520,0.213810310,0.263665587
136.348559856,0.238359183,0.213852808,0.263865560
136.399752475,0.238463625,0.213984832,0.263865560
136.450945095,0.238542303,0.214166671,0.263865560
136.502137714,0.238643765,0.214222223,0.263865560
136.553330333,0.238746136,0.214225948,0.263865560
136.604522952,0.238850921,0.214408234,0.264418811
136.655715572,0.238946959,0.214459792,0.264418811
136.706908191,0.239029333,0.214718610,0.264418811
136.758100810,0.239138156,0.214718610,0.264418811
136.809293429,0.239243716,0.214718610,0.264653653
136.860486049,0.239352569,0.215008438,0.264783770
136.911678668,0.239444941,0.215234727,0.264783770
136.962871287,0.239533082,0.215234727,0.264783770
137.014063906,0.239627346,0.215272143,0.264783770
137.065256526,0.239707515,0.215272143,0.264783770
137.116449145,0.239832222,0.215272143,0.264783770
137.167641764,0.239916250,0.215272143,0.264783770
137.218834383,0.240036622,0.215450644,0.265221030
137.270027003,0.240124181,0.215450644,0.265306115
137.321219622,0.240219563,0.215966389,0.265306115
137.372412241,0.240322158,0.216239318,0.265546232
137.423604860,0.240418941,0.216239318,0.265666366
137.474797480,0.240545094,0.216239318,0.266077161
137.525990099,0.240655854,0.216239318,0.266309202
137.577182718,0.240752637,0.216398984,0.266386569
137.628375338,0.240872338,0.216398984,0.266429842
137.679567957,0.240995735,0.216398984,0.266429842
137.730760576,0.241092384,0.216609582,0.266429842
137.781953195,0.241206244,0.216609582,0.267080754
137.833145815,0.241291538,0.216609582,0.267080754
137.884338434,0.241406068,0.217537940,0.267080754
137.935531053,0.241503507,0.217537940,0.267080754
137.986723672,0.241623193,0.217537940,0.267080754
138.037916292,0.241719201,0.217584372,0.267080754
138.089108911,0.241832882,0.217948720,0.267169178
138.140301530,0.241922215,0.217948720,0.267169178
138.191494149,0.242052302,0.217948720,0.267182142
138.242686769,0.242147297,0.218032792,0.267202854
138.293879388,0.242282808,0.218321919,0.267202854
138.345072007,0.242394149,0.218381107,0.267202854
138.396264626,0.242485628,0.218487397,0.267202854
138.447457246,0.242600039,0.218487397,0.267202854
138.498649865,0.242701605,0.218487397,0.268067241
138.549842484,0.242830738,0.218487397,0.268229157
138.601035104,0.242958680,0.218750000,0.268229157
138.652227723,0.243079454,0.218852460,0.268229157
138.703420342,0.243189752,0.218852460,0.268229157
138.754612961,0.243306443,0.218934909,0.268229157
138.805805581,0.243404269,0.218934909,0.268439114
138.856998200,0.243521020,0.219178081,0.268518507
138.908190819,0.243632659,0.219658121,0.269000858
138.959383438,0.243734717,0.219658121,0.269000858
139.010576058,0.243832454,0.219780222,0.269100159
139.061768677,0.243963227,0.219882056,0.269264072
139.112961296,0.244066864,0.219882056,0.269296736
139.164153915,0.244156167,0.219882056,0.269391149
139.215346535,0.244278759,0.220168069,0.269391149
139.266539154,0.244397104,0.220168069,0.269391149
